37986	994356	5155782	18	0
37987	994357	5155781	16	0
37988	994355	5155781	42	0
37989	994355	5155781	62	0
37990	994355	5155780	75	0
37991	994354	5155779	75	0
37992	994354	5155779	55	0
37993	994355	5155779	44	0
37994	994354	5155779	42	0
37995	994353	5155779	94	0
37996	994353	5155779	70	0
37997	994354	5155779	31	0
37998	994355	5155779	35	0
37999	994355	5155780	51	0
38000	994355	5155779	48	0
38001	994355	5155780	77	0
38002	994356	5155780	64	0
38003	994356	5155780	100	0
38004	994357	5155780	122	0
38005	994358	5155779	127	0
38006	994358	5155779	201	0
38007	994358	5155778	235	0
38008	994359	5155777	238	0
38009	994358	5155776	288	0
38010	994358	5155774	322	0
38011	994358	5155774	296	0
38012	994358	5155773	298	0
38013	994359	5155772	285	0
38014	994360	5155770	294	0
38015	994361	5155769	329	0
38016	994363	5155765	388	0
38017	994364	5155764	364	0
38018	994366	5155762	368	0
38019	994367	5155761	348	0
38020	994368	5155761	320	0
38021	994369	5155762	337	0
38022	994371	5155762	329	0
38023	994372	5155762	344	0
38024	994374	5155762	311	0
38025	994375	5155762	274	0
38026	994377	5155762	318	0
38027	994379	5155761	377	0
38028	994382	5155761	400	0
38029	994384	5155761	403	0
38030	994386	5155761	396	0
38031	994388	5155760	385	0
38032	994389	5155760	368	0
38033	994391	5155760	359	0
38034	994393	5155760	379	0
38035	994395	5155760	401	0
38036	994398	5155759	461	0
38037	994399	5155759	451	0
38038	994402	5155758	483	0
38039	994405	5155758	533	0
38040	994407	5155758	481	0
38041	994407	5155758	481	0
38042	994410	5155758	429	0
38043	994413	5155758	457	0
38044	994413	5155758	457	0
38045	994417	5155757	450	0
38046	994419	5155757	463	0
38047	994421	5155757	474	0
38048	994424	5155756	468	0
38049	994425	5155756	444	0
38050	994427	5155756	437	0
38051	994429	5155756	375	0
38052	994431	5155755	422	0
38053	994432	5155755	364	0
38054	994434	5155755	359	0
38055	994435	5155755	327	0
38056	994437	5155755	309	0
38057	994440	5155755	375	0
38058	994442	5155754	405	0
38059	994445	5155754	401	0
38060	994447	5155754	405	0
38061	994449	5155753	435	0
38062	994451	5155753	435	0
38063	994453	5155753	455	0
38064	994455	5155753	487	0
38065	994457	5155753	453	0
38066	994459	5155753	433	0
38067	994461	5155753	461	0
38068	994464	5155752	490	0
38069	994466	5155752	524	0
38070	994469	5155752	509	0
38071	994471	5155752	479	0
38072	994473	5155752	464	0
38073	994475	5155752	422	0
38074	994476	5155752	390	0
